dataset,approach,beta,iters,id,rank
wiki_fr,rdd,0.85,20,Famille,0.0012284113537807226
wiki_fr,rdd,0.85,20,États-Unis,0.0011594146273230146
wiki_fr,rdd,0.85,20,Province,0.0010259081568283223
wiki_fr,rdd,0.85,20,Canton,9.89108332827908E-4
wiki_fr,rdd,0.85,20,République,9.806164986180662E-4
wiki_fr,rdd,0.85,20,Jean,9.611035110569423E-4
wiki_fr,rdd,0.85,20,Guerre,9.368995843019409E-4
wiki_fr,rdd,0.85,20,Comté,9.261417835746789E-4
wiki_fr,rdd,0.85,20,2014,9.040117957482389E-4
wiki_fr,rdd,0.85,20,Pierre,8.989505602178973E-4
wiki_fr,rdd,0.85,20,Communauté,8.617464054385619E-4
wiki_fr,rdd,0.85,20,Les,8.512853104403358E-4
wiki_pt,rdd,0.85,20,Quilómetro,0.0034051329693158953
wiki_pt,rdd,0.85,20,Lista,0.0033997706244999594
wiki_pt,rdd,0.85,20,Língua,0.0033931524897161734
wiki_pt,rdd,0.85,20,Comuna,0.00260564816648251
wiki_pt,rdd,0.85,20,Regiões,0.0023395478317721255
wiki_pt,rdd,0.85,20,Departamentos,0.0022588550415712032
wiki_pt,rdd,0.85,20,Estados,0.0022051000141108607
wiki_pt,rdd,0.85,20,Rio,0.001865215679062356
wiki_pt,rdd,0.85,20,Brasil,0.0017571480969458258
wiki_pt,rdd,0.85,20,Unidos,0.0016342865619987075
wiki_pt,rdd,0.85,20,Censo,0.0013301576325252234
wiki_pt,rdd,0.85,20,União,0.0012308300623704272
wiki_pt,rdd,0.85,20,Alemanha,0.001230354637875883
wiki_pt,rdd,0.85,20,Cidade,0.001198929764499335
wiki_pt,rdd,0.85,20,Família,0.0011223172478579397
wiki_pt,rdd,0.85,20,América,0.0010952364406184541
wiki_pt,rdd,0.85,20,São,0.001074205336430484
wiki_pt,rdd,0.85,20,Densidade,0.0010528982591262548
wiki_pt,rdd,0.85,20,Portugal,0.001044740552244223
wiki_pt,rdd,0.85,20,Sul,0.0010320889532987444
wiki_breton,rdd,0.85,20,Yezhoù,0.004337343612425004
wiki_breton,rdd,0.85,20,Bro-C'hall,0.003813054954712756
wiki_breton,rdd,0.85,20,Breizh,0.0035681292146561103
wiki_breton,rdd,0.85,20,Du,0.003128218430160523
wiki_breton,rdd,0.85,20,Amerika,0.0031256549718998183
wiki_breton,rdd,0.85,20,Genver,0.0030868468501079687
wiki_breton,rdd,0.85,20,Here,0.00304547480883855
wiki_breton,rdd,0.85,20,Gouere,0.003040424051686532
wiki_breton,rdd,0.85,20,Meurzh,0.0029523595587715706
wiki_breton,rdd,0.85,20,Eost,0.0029501165650881256
wiki_breton,rdd,0.85,20,Kerzu,0.0029175633661670045
wiki_breton,rdd,0.85,20,Europa,0.002880958272587473
wiki_breton,rdd,0.85,20,Gwengolo,0.002860464156585895
wiki_breton,rdd,0.85,20,Mae,0.002837376475027611
wiki_breton,rdd,0.85,20,Mezheven,0.0028342272547438587
wiki_breton,rdd,0.85,20,Ebrel,0.002790799651905621
wiki_breton,rdd,0.85,20,Bloavezhioù,0.002776592231960566
wiki_breton,rdd,0.85,20,Republik,0.0027701004103760597
wiki_breton,rdd,0.85,20,Deiziadur,0.002695605570123471
wiki_breton,rdd,0.85,20,Arondisamant,0.002686549247849375
